,Unnamed: 0,name,provider_type,transfer_methods,send_amount,conversion_amount,send_amount_usd,fx_rate,fx_margin,fee_from_currency,fee_to_currency,fee_margin,total_margin,total_cost,transfer_speed,received_amount_from_currency,received_amount_to_currency,collected_timestamp,pay_in_method,pay_out_method,mid-market_rate,mid-market_rate_timestamp,customer_price_type,source_data,to_country,to_currency,status
9,9,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",150000,150000.0,19238.42,0.1281558375,0.0795,115.0,14.7379,0.0766666667,0.1561232859,234.18492887349998,Not specified,149880.8151,19223.3756,2021-11-24 12:51:14,Bank Account,Bank Account,0.12825774676790475,2021-11-24 12:51:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
10,10,OFX,Payment company,,150000,150000.0,19238.42,0.12653825,1.3413,0.0,0.0,0.0,1.3412899312,2011.934896875,Not specified,147988.0651,18980.7375,2021-11-24 11:17:51,Bank Account,Bank Account,0.12825856927565973,2021-11-24 11:17:51,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
11,11,Public Bank Hong Kong,Payment company,"phone, online",150000,150000.0,19238.42,0.1281558375,0.0763,60.0,7.6894,0.04,0.1162527233,174.3790849673,Not specified,149885.6209,19223.3756,2021-11-24 13:51:08,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:51:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
12,12,Shanghai Commercial Bank,Payment company,"phone, online",150000,150000.0,19238.42,0.1280409731,0.1671,170.0,21.767,0.1133333333,0.2804268032,420.64020486559997,Not specified,149749.3598,19206.146,2021-11-24 13:39:11,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:39:11,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
13,13,Skrill,Payment company,,150000,150000.0,19238.42,0.1245,2.9267,0.0,0.0,0.0,2.9267275,4390.09125,Within 24 hours,145609.9088,18675.0,2021-11-24 13:42:30,Debit Card,Bank Account,0.12825363438736445,2021-11-24 13:42:30,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
14,14,Skrill,Payment company,,150000,150000.0,19238.42,0.1245,2.9267,2984.9850850851003,371.6306,1.9899900567,4.9167175567,7375.0763350851,Within 24 hours,145609.9088,18675.0,2021-11-24 13:42:29,Credit Card,Bank Account,0.12825363438736445,2021-11-24 13:42:29,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
15,15,Wing Lung bank,Bank,"phone, online",150000,150000.0,19238.42,0.12841916009999998,-0.1291,100.0,12.8419,0.0666666667,-0.062394589199999996,-93.5918839091,Not specified,150193.5919,19262.874,2021-11-24 13:42:07,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:42:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
16,16,Wise,Payment company,online,150000,149355.26257,19238.42,0.128255,0.0002,644.73743,82.6908,0.4316804235,0.4318981985,645.0626884231,Not specified,149354.9373,19155.5592,2021-11-24 12:59:33,Bank Account,Bank Account,0.1282552793079345,2021-11-24 12:59:33,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
17,17,Xendpay,Payment company,"phone, online",150000,150000.0,19238.42,0.12761,0.5025,0.0,0.0,0.0,0.502483,753.7245,Not specified,149246.2755,19141.5,2021-11-24 13:46:24,Bank Account,Bank Account,0.12825445684237527,2021-11-24 13:46:24,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
0,0,Bank of East Asia HK,Payment company,"phone, online",20000,20000.0,2565.12,0.12809017550000001,0.1287,100.0,12.809000000000001,0.5,0.6287306264,125.74612527219999,Not specified,19974.2539,2561.8035,2021-11-24 13:38:07,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:38:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
1,1,China Construction Bank,Payment company,"phone, online",20000,20000.0,2565.12,0.1281361318,0.0923,100.0,12.8136,0.5,0.5922580149000001,118.45160298299999,Not specified,19981.5484,2562.7226,2021-11-24 13:47:58,Bank Account,Bank Account,0.12825445684237527,2021-11-24 13:47:58,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
2,2,Chong Hing Bank,Bank,"phone, online",20000,20000.0,2565.12,0.12800983119999998,0.1901,110.0,14.0811,0.55,0.7400945993000001,148.018919853,Not specified,19961.9811,2560.1966,2021-11-24 13:45:42,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:45:42,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
3,3,CITIC Bank,Payment company,"phone, online",20000,20000.0,2565.12,0.1280032769,0.1952,100.0,12.8003,0.5,0.6952049972,139.04099944959998,Not specified,19960.959,2560.0655,2021-11-24 13:51:30,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:51:30,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
4,4,DBS Hong Kong,Payment company,"phone, online",20000,20000.0,2565.12,0.1278412723,0.3215,100.0,12.7841,0.5,0.8215207998,164.304159955,Not specified,19935.6958,2556.8254,2021-11-24 13:44:04,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:44:04,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
5,5,Fubon Bank (Hong Kong),Payment company,"phone, online",20000,20000.0,2565.12,0.1281246396,0.1019,100.0,12.8125,0.5,0.6018590885,120.3718177043,Not specified,19979.6282,2562.4928,2021-11-24 13:38:08,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:38:08,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
6,6,Hang Seng Bank,Payment company,"phone, online",20000,20000.0,2565.12,0.1279754287,0.2169,65.0,8.3184,0.325,0.5419183517,108.38367033530001,Not specified,19956.6163,2559.5086,2021-11-24 13:43:07,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:43:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
7,7,HSBC Hong Kong,Payment company,"phone, online",20000,20000.0,2565.12,0.1277498148,0.3928,50.0,6.3875,0.25,0.6428306804,128.5661360791,Not specified,19921.4339,2554.9963,2021-11-24 13:43:33,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:43:33,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
8,8,InstaReM,Payment company,online,20000,19910.0,2565.12,0.1282,0.0431,90.0,11.538,0.4520341537,0.4951351537,98.58140909999999,Not specified,19901.4186,2552.462,2021-11-24 13:37:16,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:37:16,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
9,9,InstaReM,Payment company,online,20000,19510.0,2565.12,0.1282,0.0431,490.0,62.818000000000005,2.5115325474000003,2.5546335474,498.4090051,Not specified,19501.591,2501.1820000000002,2021-11-24 13:37:17,Debit Card,Bank Account,0.1282552793079345,2021-11-24 13:37:17,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
10,10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",20000,20000.0,2565.12,0.1281558375,0.0795,115.0,14.7379,0.575,0.6544566192,130.8913238498,Not specified,19984.1087,2563.1167,2021-11-24 12:51:14,Bank Account,Bank Account,0.12825774676790475,2021-11-24 12:51:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
11,11,OFX,Payment company,,20000,20000.0,2565.12,0.125779,1.9333,60.0,7.5467,0.3,2.233258175,446.65163499999994,Not specified,19613.3484,2515.58,2021-11-24 11:16:06,Bank Account,Bank Account,0.12825856927565973,2021-11-24 11:16:06,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
12,12,Public Bank Hong Kong,Payment company,"phone, online",20000,20000.0,2565.12,0.1281558375,0.0763,60.0,7.6894,0.3,0.3762527233,75.2505446623,Not specified,19984.7495,2563.1167,2021-11-24 13:51:08,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:51:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
13,13,Shanghai Commercial Bank,Payment company,"phone, online",20000,20000.0,2565.12,0.1280409731,0.1671,170.0,21.767,0.85,1.0170934699,203.4186939821,Not specified,19966.5813,2560.8195,2021-11-24 13:39:11,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:39:11,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
14,14,Skrill,Payment company,,20000,20000.0,2565.12,0.1245,2.9267,0.0,0.0,0.0,2.9267275,585.3455,Within 24 hours,19414.6545,2490.0,2021-11-24 13:42:30,Debit Card,Bank Account,0.12825363438736445,2021-11-24 13:42:30,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
15,15,Skrill,Payment company,,20000,20000.0,2565.12,0.1245,2.9267,397.9980980981,49.5508,1.9899904905,4.9167179905000005,983.3435980981,Within 24 hours,19414.6545,2490.0,2021-11-24 13:42:29,Credit Card,Bank Account,0.12825363438736445,2021-11-24 13:42:29,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
16,16,Wing Lung bank,Bank,"phone, online",20000,20000.0,2565.12,0.12841916009999998,-0.1291,100.0,12.8419,0.5,0.37093874409999994,74.1877488121,Not specified,20025.8123,2568.3832,2021-11-24 13:42:07,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:42:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
17,17,Wirebarley Australia Pty Ltd,Payment company,,20000,20000.0,2565.12,0.1268437,1.1006,20.0,2.5369,0.1,1.2006013285,240.12026569999998,Not specified,19779.8797,2536.874,2021-11-24 13:37:21,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:37:21,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
18,18,Wise,Payment company,online,20000,19386.25978,2565.12,0.128255,0.0002,613.74022,78.7153,3.1658516236,3.1660693986000004,613.7824384272,Not specified,19386.2176,2486.3847,2021-11-24 12:59:33,Debit Card,Bank Account,0.1282552793079345,2021-11-24 12:59:33,Not specified,"{'pay_in_method': 'DEBIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
19,19,Wise,Payment company,online,20000,19911.663080000002,2565.12,0.128255,0.0002,88.33691999999999,11.3297,0.4436441077,0.44386188270000004,88.38028262430001,Not specified,19911.6197,2553.7703,2021-11-24 12:59:33,Bank Account,Bank Account,0.1282552793079345,2021-11-24 12:59:33,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
20,20,Wise,Payment company,online,20000,19386.25978,2565.12,0.128255,0.0002,613.74022,78.7153,3.1658516236,3.1660693986000004,613.7824384272,Not specified,19386.2176,2486.3847,2021-11-24 12:59:34,Credit Card,Bank Account,0.1282552793079345,2021-11-24 12:59:34,Not specified,"{'pay_in_method': 'CREDIT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
21,21,WorldRemit,Payment company,online,20000,20000.0,2565.12,0.12564,2.1541,25.0,3.141,0.125,2.2790807999999996,455.81615999999997,Not specified,19569.1838,2512.8,2021-11-17 18:23:14,Debit Card,Bank Account,0.12840596830940704,2021-11-17 18:23:14,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
22,22,WorldRemit,Payment company,online,20000,20000.0,2565.12,0.12549000000000002,2.1573,25.0,3.1373,0.125,2.28232935,456.46587,Within 24 hours,19568.5341,2509.8,2021-11-24 12:58:44,Credit Card,Bank Account,0.12825692427069907,2021-11-24 12:58:44,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",US,USD,
23,23,WorldRemit,Payment company,online,20000,20000.0,2565.12,0.12564,2.1541,25.0,3.141,0.125,2.2790807999999996,455.81615999999997,Not specified,19569.1838,2512.8,2021-11-17 18:23:14,Credit Card,Bank Account,0.12840596830940704,2021-11-17 18:23:14,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
24,24,WorldRemit,Payment company,online,20000,20000.0,2565.12,0.12549000000000002,2.1573,25.0,3.1373,0.125,2.28232935,456.46587,Within 24 hours,19568.5341,2509.8,2021-11-24 12:58:44,Debit Card,Bank Account,0.12825692427069907,2021-11-24 12:58:44,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",US,USD,
25,25,Xendpay,Payment company,"phone, online",20000,20000.0,2565.12,0.12761,0.5025,0.0,0.0,0.0,0.502483,100.4966,Not specified,19899.5034,2552.2,2021-11-24 13:46:24,Bank Account,Bank Account,0.12825445684237527,2021-11-24 13:46:24,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
0,0,Bank of East Asia HK,Payment company,"phone, online",25000,25000.0,3206.4,0.12809017550000001,0.1287,100.0,12.809000000000001,0.4,0.5287306264,132.1826565902,Not specified,24967.8173,3202.2544,2021-11-24 13:38:07,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:38:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
1,1,China Construction Bank,Payment company,"phone, online",25000,25000.0,3206.4,0.1281361318,0.0923,100.0,12.8136,0.4,0.49225801490000004,123.06450372879999,Not specified,24976.9355,3203.4033,2021-11-24 13:47:58,Bank Account,Bank Account,0.12825445684237527,2021-11-24 13:47:58,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
2,2,Chong Hing Bank,Bank,"phone, online",25000,25000.0,3206.4,0.12800983119999998,0.1901,110.0,14.0811,0.44,0.6300945993,157.52364981629998,Not specified,24952.4764,3200.2458,2021-11-24 13:45:42,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:45:42,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
3,3,CITIC Bank,Payment company,"phone, online",25000,25000.0,3206.4,0.1280032769,0.1952,100.0,12.8003,0.4,0.5952049972,148.801249312,Not specified,24951.1988,3200.0819,2021-11-24 13:51:30,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:51:30,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
4,4,DBS Hong Kong,Payment company,"phone, online",25000,25000.0,3206.4,0.1278412723,0.3215,100.0,12.7841,0.4,0.7215207998000001,180.38019994369998,Not specified,24919.6198,3196.0318,2021-11-24 13:44:04,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:44:04,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
5,5,Fubon Bank (Hong Kong),Payment company,"phone, online",25000,25000.0,3206.4,0.1281246396,0.1019,100.0,12.8125,0.4,0.5018590885,125.4647721303,Not specified,24974.5352,3203.116,2021-11-24 13:38:08,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:38:08,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
6,6,Hang Seng Bank,Payment company,"phone, online",25000,25000.0,3206.4,0.1279754287,0.2169,65.0,8.3184,0.26,0.4769183517,119.2295879191,Not specified,24945.7704,3199.3857,2021-11-24 13:43:07,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:43:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
7,7,HSBC Hong Kong,Payment company,"phone, online",25000,25000.0,3206.4,0.1277498148,0.3928,50.0,6.3875,0.2,0.5928306804,148.2076700989,Not specified,24901.7923,3193.7454,2021-11-24 13:43:33,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:43:33,Not specified,"{'pay_in_method': 'ttSelRt', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
8,8,InstaReM,Payment company,online,25000,24887.5,3206.4,0.1282,0.0431,112.5,14.4225,0.4520341537,0.4951351537,123.226761375,Not specified,24876.7732,3190.5775,2021-11-24 13:37:16,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:37:16,Not specified,"{'pay_in_method': 'Bank Transfer', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
9,9,InstaReM,Payment company,online,25000,24387.5,3206.4,0.1282,0.0431,612.5,78.5225,2.5115325474000003,2.5546335474,623.011256375,Not specified,24376.9887,3126.4775,2021-11-24 13:37:17,Debit Card,Bank Account,0.1282552793079345,2021-11-24 13:37:17,Not specified,"{'pay_in_method': 'Debit Card', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
10,10,OCBC Wing Hang Bank Hong Kong,Payment company,"phone, online",25000,25000.0,3206.4,0.1281558375,0.0795,115.0,14.7379,0.46,0.5394566192,134.8641548123,Not specified,24980.1358,3203.8959,2021-11-24 12:51:14,Bank Account,Bank Account,0.12825774676790475,2021-11-24 12:51:14,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
11,11,OFX,Payment company,,25000,25000.0,3206.4,0.12588775,1.8485,60.0,7.5533,0.24,2.0884685188,522.1171296875,Not specified,24537.8829,3147.1938,2021-11-24 11:16:25,Bank Account,Bank Account,0.12825856927565973,2021-11-24 11:16:25,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
12,12,Public Bank Hong Kong,Payment company,"phone, online",25000,25000.0,3206.4,0.1281558375,0.0763,60.0,7.6894,0.24,0.3162527233,79.0631808279,Not specified,24980.9368,3203.8959,2021-11-24 13:51:08,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:51:08,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
13,13,Shanghai Commercial Bank,Payment company,"phone, online",25000,25000.0,3206.4,0.1280409731,0.1671,170.0,21.767,0.68,0.8470934698999999,211.77336747759998,Not specified,24958.2266,3201.0243,2021-11-24 13:39:11,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:39:11,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
14,14,Skrill,Payment company,,25000,25000.0,3206.4,0.1245,2.9267,0.0,0.0,0.0,2.9267275,731.681875,Within 24 hours,24268.3181,3112.5,2021-11-24 13:42:30,Debit Card,Bank Account,0.12825363438736445,2021-11-24 13:42:30,Not specified,"{'pay_in_method': 'DEBIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
15,15,Skrill,Payment company,,25000,25000.0,3206.4,0.1245,2.9267,497.4975975976,61.9385,1.9899903903999998,4.9167178904,1229.1794725976,Within 24 hours,24268.3181,3112.5,2021-11-24 13:42:29,Credit Card,Bank Account,0.12825363438736445,2021-11-24 13:42:29,Not specified,"{'pay_in_method': 'CREDIT_CARD', 'pay_out_method': 'BANK', 'location_from': '', 'location_to': '', 'transfer_speed': 'up to 1 days'}",US,USD,
16,16,Wing Lung bank,Bank,"phone, online",25000,25000.0,3206.4,0.12841916009999998,-0.1291,100.0,12.8419,0.4,0.2709387441,67.7346860152,Not specified,25032.2653,3210.4790000000003,2021-11-24 13:42:07,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:42:07,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
17,17,Wirebarley Australia Pty Ltd,Payment company,,25000,25000.0,3206.4,0.1268437,1.1006,20.0,2.5369,0.08,1.1806013284999999,295.150332125,Not specified,24724.8497,3171.0925,2021-11-24 13:37:21,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:37:21,Not specified,"{'pay_in_method': 'Bank Transfer (Deposit)', 'pay_out_method': 'Bank Deposit', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
18,18,Wise,Payment company,online,25000,24890.26308,3206.4,0.128255,0.0002,109.73692,14.0743,0.4408829254,0.4411007004,109.7911247704,Not specified,24890.2089,3192.3007,2021-11-24 12:59:33,Bank Account,Bank Account,0.1282552793079345,2021-11-24 12:59:33,Not specified,"{'pay_in_method': 'REGULAR', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
19,19,WorldRemit,Payment company,online,25000,25000.0,3206.4,0.12564,2.1541,25.0,3.141,0.1,2.2540807999999997,563.5202,Not specified,24461.4798,3141.0,2021-11-17 18:23:14,Debit Card,Bank Account,0.12840596830940704,2021-11-17 18:23:14,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
20,20,WorldRemit,Payment company,online,25000,25000.0,3206.4,0.12549000000000002,2.1573,25.0,3.1373,0.1,2.25732935,564.3323375,Within 24 hours,24460.6677,3137.25,2021-11-24 12:58:44,Credit Card,Bank Account,0.12825692427069907,2021-11-24 12:58:44,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",US,USD,
21,21,WorldRemit,Payment company,online,25000,25000.0,3206.4,0.12564,2.1541,25.0,3.141,0.1,2.2540807999999997,563.5202,Not specified,24461.4798,3141.0,2021-11-17 18:23:14,Credit Card,Bank Account,0.12840596830940704,2021-11-17 18:23:14,Not specified,"{'pay_in_method': 'Debit / Credit Card_Credit Card', 'pay_out_method': 'BNK', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
22,22,WorldRemit,Payment company,online,25000,25000.0,3206.4,0.12549000000000002,2.1573,25.0,3.1373,0.1,2.25732935,564.3323375,Within 24 hours,24460.6677,3137.25,2021-11-24 12:58:44,Debit Card,Bank Account,0.12825692427069907,2021-11-24 12:58:44,Not specified,"{'pay_in_method': 'Debit / Credit Card_Debit Card', 'pay_out_method': 'Any USD account at any bank WOR / BNK', 'location_from': '', 'location_to': '', 'transfer_speed': 'Next working day'}",US,USD,
23,23,Xendpay,Payment company,"phone, online",25000,25000.0,3206.4,0.12761,0.5025,0.0,0.0,0.0,0.502483,125.62075,Not specified,24874.3793,3190.25,2021-11-24 13:46:24,Bank Account,Bank Account,0.12825445684237527,2021-11-24 13:46:24,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
0,0,Bank of East Asia HK,Payment company,"phone, online",10000,10000.0,1282.54,0.12809017550000001,0.1287,100.0,12.809000000000001,1.0,1.1287306264,112.8730626361,Not specified,9987.1269,1280.9018,2021-11-24 13:38:07,Bank Account,Bank Account,0.1282552793079345,2021-11-24 13:38:07,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
1,1,China Construction Bank,Payment company,"phone, online",10000,10000.0,1282.54,0.1281361318,0.0923,100.0,12.8136,1.0,1.0922580148999999,109.2258014915,Not specified,9990.7742,1281.3613,2021-11-24 13:47:58,Bank Account,Bank Account,0.12825445684237527,2021-11-24 13:47:58,Not specified,"{'pay_in_method': 'TT', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
2,2,Chong Hing Bank,Bank,"phone, online",10000,10000.0,1282.54,0.12800983119999998,0.1901,110.0,14.0811,1.1,1.2900945993000001,129.0094599265,Not specified,9980.9905,1280.0983,2021-11-24 13:45:42,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:45:42,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
3,3,CITIC Bank,Payment company,"phone, online",10000,10000.0,1282.54,0.1280032769,0.1952,100.0,12.8003,1.0,1.1952049972,119.52049972479999,Not specified,9980.4795,1280.0328,2021-11-24 13:51:30,Bank Account,Bank Account,0.12825363438736445,2021-11-24 13:51:30,Not specified,"{'pay_in_method': 'Bank Account', 'pay_out_method': 'Bank Account', 'location_from': '', 'location_to': '', 'transfer_speed': ''}",US,USD,
